epoch    sw                   sm                  
160      0.027310525916546008 0.01046918700287574 
161      0.02766927994447297  0.010718953969373628
162      0.02785018055626061  0.010220871464882979
163      0.028486436629439043 0.009907159051276485
164      0.028554625521157347 0.010058674202791638
165      0.027985689125229883 0.009986991940533072
166      0.025519275458469024 0.010064032397532839
167      0.02527331537930225  0.010214468224256156
168      0.025447927571680413 0.010289302020989656
169      0.025608773312533903 0.01009922361818061 
170      0.025743910706073993 0.009748042987529997
171      0.025562217989967766 0.00930371965678587 
172      0.025643744733497943 0.009371631053875753
173      0.02533339770329173  0.009380793604155793
174      0.02522796946358508  0.007527641003427711
175      0.025283964690399726 0.007696199176453493
176      0.02446739837038513  0.007175820770647756
177      0.023936171531543288 0.007277902954259682
178      0.02339498811918052  0.006969309728541734
179      0.023867564303034675 0.007021665749484141
180      0.023588815274285645 0.006379490867835576
181      0.02365783199087167  0.006690875183121178
182      0.020729119921404294 0.006446269855223519
183      0.021210488556842173 0.006606399936524332
184      0.02290830148766481  0.0067699097597452304
185      0.02438766335981195  0.007559575270184019
186      0.02476756532059626  0.00785326144881195 
187      0.02480847206463773  0.00796319164994974 
188      0.025073190611920117 0.008096922331491571
189      0.03272906928204164  0.008178833376160675
190      0.03455948935651163  0.008877541386496593
191      0.034682083754092805 0.008781273602065143
192      0.03429626117657172  0.008752271132445685
193      0.038101794185325305 0.009229980557523531
194      0.04095672549980307  0.009749336051608265
195      0.04257519037927383  0.00943028045617076 
196      0.0424782040587581   0.009689493270965634
197      0.04421954282077396  0.009817626333331412
198      0.045404624091954275 0.010222781024200388
199      0.045300759413576294 0.010192764813069896
200      0.046561822582977946 0.010155410154484347
201      0.047161038257831175 0.01015879405653791 
202      0.04815440258613811  0.01055401014207754 
203      0.04733537907899446  0.010579042882446415
204      0.04873312443098436  0.011241974864320041
205      0.050380998686712725 0.011753514625594439
206      0.05157550832203192  0.011594956961558562
207      0.05580422168018948  0.011891121300108285
208      0.05799142353506699  0.01225134034093493 
209      0.06274515566781207  0.013228147631100817
